customer_tweet_id,brand_tweet_id,created_at,customer_message,brand_response,silver_intent,label_method
8476,8477,Sun Nov 19 08:49:35 +0000 2017,@VirginTrains Thanks for ignoring my reply,@117489 This can be escalated further with Customer Relations via the online complaints link - https://t.co/JiaU3S0Scz ^MM,complaint_feedback,conservative_customer_response_rules
19283,19281,Wed Nov 01 06:26:54 +0000 2017,@VirginTrains Is the first class lounge open at Coventry before I purchase a ticket?,@120286 The First Class lounge is open Monday To Friday : 06:30 - 21:00. ^SB,station_facilities,conservative_customer_response_rules
20135,20134,Wed Nov 01 06:46:28 +0000 2017,"'The shop is now open in the front set' err this is a fixed formation train, @VirginTrains and I'm in the back set...",@120427 Which service is this on Bekki and I'll check the details for you. ^SB,train_status,conservative_customer_response_rules
20877,20876,Wed Nov 01 07:12:02 +0000 2017,@VirginTrains get the customer experience right in every way apart from their wifi—shame that on every journey I end up using my 📱hotspot,"@120579 Oh no, what issues are you having with the WiFi? ^PA",wifi_connectivity,conservative_customer_response_rules
20869,20870,Wed Nov 01 07:16:41 +0000 2017,@VirginTrains why can’t we block book seat on season tickets?,"@120578 If you go to the station, they can assist with this. ^PA",station_facilities,conservative_customer_response_rules
21183,21181,Wed Nov 01 07:42:44 +0000 2017,@VirginTrains Has the unreserved coach been changed on the 17:47 out of Lime St? Coach F on this 9 coach pendolino is virtually fully reserved today!?,@120646 It should now be coach C. ^PA,seat_reservation,conservative_customer_response_rules
21196,21190,Wed Nov 01 07:39:53 +0000 2017,@VirginTrains 15.03 Euston to New street. Have logged item with all lost property offices.,"@120648 Ok, sorry there wasn't any help, they should have been able to contact the staff for you. ^PA",lost_property,conservative_customer_response_rules
21198,21202,Wed Nov 01 08:59:04 +0000 2017,@VirginTrains Gah! Just very very frustrating on an expensive train ticket at peak time. Shoddy customer service :(,"@120648 1/2 I appreciate the frustration, however when it comes to lost property,",lost_property,conservative_customer_response_rules
21225,21224,Wed Nov 01 07:29:30 +0000 2017,@VirginTrains morning. How much for a 1st class upgrade on today's 0630 Glasgow 2 London Euston?? And for the rtn at 1530? 😀,"@120651 It'll be the difference in price between the two tickets, staff onboard can assist. ^PA",fare_price,conservative_customer_response_rules
21651,21650,Wed Nov 01 07:48:34 +0000 2017,@VirginTrains 1st class loungeoit of action AGAIN. Why am I paying a higher price for tickets when it’s not available.  Pls get it sorted!,"@120719 Hi Andrea, which station is this? ^PA",station_facilities,conservative_customer_response_rules
21662,21661,Wed Nov 01 07:52:45 +0000 2017,"@VirginTrains making commuters late daily. Cancelled yesterday, delayed today, anyone'd think you're bothered about profit over service.","@120720 Hi Matt, which service are you on? ^PA",train_status,conservative_customer_response_rules
21669,21668,Wed Nov 01 07:50:09 +0000 2017,Can someone @VirginTrains please fix the intercom system that has put the first class lounge out of action indefinitely at Coventry Station #missmycoffee,"@120723 Hi Scott, this has been reported we hope it'll be fixed soon. ^PA",station_facilities,conservative_customer_response_rules
22674,22672,Wed Nov 01 08:35:00 +0000 2017,@VirginTrains your WiFi is killing me this morning on the 07:56 Mac to Eus. Keeps dropping out 😬,"@120956 Oh no, try reloading it with https://t.co/1JEOSVPtGN ^PA",wifi_connectivity,conservative_customer_response_rules
22683,22681,Wed Nov 01 08:27:26 +0000 2017,@VirginTrains I submitted a refund request on 19th October and haven’t heard yet. How long does this normally take?,"@120958 Hi Nicola, it can take up to 28 days to receive a full response from our Customer Resolution team ^LC",refund_compensation,conservative_customer_response_rules
22688,22687,Wed Nov 01 08:26:23 +0000 2017,@VirginTrains And the delay on the way there? Departing London Euston at 10:40?,@120959 This was delayed due to a fault on this train ^LC,train_status,conservative_customer_response_rules
22690,22689,Wed Nov 01 08:13:23 +0000 2017,@VirginTrains 16:15,@120959 This was due to a fault with a level crossing resulting in minor delays. ^PA,train_status,conservative_customer_response_rules
22692,22691,Tue Oct 31 18:49:37 +0000 2017,"@VirginTrains Manchester Piccadilly to London Euston, this morning was the same but out it London Euston..",@120959 What time was this service booked to depart Manchester? ^CB,train_status,conservative_customer_response_rules
22694,22693,Tue Oct 31 18:44:06 +0000 2017,Both @VirginTrains delayed today! Late for a meeting and then later getting back home from Manchester 🙄,@120959 Which service are you on this evening? ^CB,train_status,conservative_customer_response_rules
24142,24140,Wed Nov 01 09:11:41 +0000 2017,@VirginTrains The train is late running everyday. Even if it gets to Nuneaton on times it’s often late leaving Macclesfield.,@121207 I'll pass on your feedback. ^PA,complaint_feedback,conservative_customer_response_rules
24148,24147,Wed Nov 01 09:06:51 +0000 2017,@VirginTrains So they never actually answer? There voicemail claims they had ‘high call volume’ but is it always left to ring out?,@120648 I will pass on this feedback. ^PA,complaint_feedback,conservative_customer_response_rules
24151,24149,Wed Nov 01 09:04:41 +0000 2017,@VirginTrains And can you answer this - is the lost property line ever manned? Don’t want to waste more time on it if it’s more window dressing.,@120648 You need to leave a message and if it is found then they contact you. ^PA,lost_property,conservative_customer_response_rules
24672,24670,Wed Nov 01 09:23:52 +0000 2017,@VirginTrains on the Glasgow train at Euston. I was unaware I'd have to go the entire journey without a plug socket... Disappointed :(,@121328 Had you reserved a seat with one? ^PA,seat_reservation,conservative_customer_response_rules
24671,24673,Wed Nov 01 09:28:01 +0000 2017,@VirginTrains Yes. I specifically asked to be on a table and near a socket. Yet I'm in the opposite situation.,"@121328 We can't always guarantee the preferences you request, we'd suggest using the seat picker in future. ^PA",seat_reservation,conservative_customer_response_rules
27040,27039,Wed Nov 01 10:12:46 +0000 2017,"@VirginTrains I’m in York and my train is half an hour late to Doncaster and now I’m going to miss my next train, I hope I can get home..","@121923 Hi Sophie, our friends at @120576 will be able to assist you. ^PA",train_status,conservative_customer_response_rules
27044,27042,Wed Nov 01 10:03:57 +0000 2017,"@VirginTrains morning. If I have an off peak return to Glasgow, can I break the journey for a few hours in Preston then get back on later?",@13211 Yes you can 😀 ^PA,fare_price,conservative_customer_response_rules
27051,27053,Wed Nov 01 10:32:15 +0000 2017,@VirginTrains Wifi not shown as discoverable for more than a couple of mins at a time. Have wasted lots of time 😞,"@121925 ry to hear that, try reloading it with https://t.co/1JEOSVPtGN ^PA",wifi_connectivity,conservative_customer_response_rules
27559,27557,Wed Nov 01 10:24:56 +0000 2017,@VirginTrains and don’t play the first off peak train card .. your reservation system gave a positive acknowledgment but didn’t give reservation on printing #sham #licencetonickmoney,@122030 Did you contact anyone when you realised the reservation hadn't gone through? As you say it can be busier on the first Off Peak ^PA,fare_price,conservative_customer_response_rules
27558,27560,Wed Nov 01 10:32:47 +0000 2017,@VirginTrains Yes the guard on train. No time from collection to boarding. And didn’t expect a cattle truck .. expected a professional service for the not considerable fare,@122030 If you wish to take it further you can do via https://t.co/rgt9t9Txok ^PA,fare_price,conservative_customer_response_rules
27563,27561,Wed Nov 01 10:22:50 +0000 2017,@VirginTrains I've been on hold to your complaints line for an hour trying to get an update on a non-responded to complaint. Can you help?,@122031 Have you tried LiveChat on https://t.co/cOc2wxt1PQ ^PA,complaint_feedback,conservative_customer_response_rules
27576,27577,Wed Nov 01 11:03:28 +0000 2017,@VirginTrains We would if didn’t hide #poorcustomerservice #shouldhave declassified,@122032 I'll pass on your feedback. ^PA,complaint_feedback,conservative_customer_response_rules
27573,27578,Wed Nov 01 10:27:43 +0000 2017,@VirginTrains Yes and the Manager response to everyone is to leave the Train and get next. We have business meetings as soon as arrive so can’t,"@122032 I see, sorry it's so busy for you, had you reserved a seat? ^PA",seat_reservation,conservative_customer_response_rules
27581,27579,Wed Nov 01 10:20:03 +0000 2017,@VirginTrains shocking lack of carriages on the 9.56 from Crewe to Euston. Pls explain how I’m supposed to type up a report sat on floor by door elbow to elbow with fellow passengers 😠 £84 ripoff #dontcare,"@122030 Hi sorry, you haven't managed to get a seat, had you reserved one? ^PA",seat_reservation,conservative_customer_response_rules
28107,28105,Wed Nov 01 10:39:21 +0000 2017,"Pointless paying for the WiFi on the Glasgow train this morning @VirginTrains terrible, like being back on WAP or GPRS 🤦🏻‍♂️","@122150 Have you tried disconnecting from the WiFi, reconnecting and typing https://t.co/1JEOSVPtGN into your browser's URL bar? ^BT",wifi_connectivity,conservative_customer_response_rules
28106,28108,Wed Nov 01 10:47:01 +0000 2017,@VirginTrains Yes.,"@122150 Sorry for that Iain, you can call WiFi Support on 03300881271 ^PA",wifi_connectivity,conservative_customer_response_rules
28109,28110,Wed Nov 01 10:59:54 +0000 2017,@VirginTrains I would but my signal drops in and out too! I just want a refund please.,@122150 You'll need to refund __email__ ^PA,refund_compensation,conservative_customer_response_rules
28107,28112,Wed Nov 01 10:39:21 +0000 2017,"Pointless paying for the WiFi on the Glasgow train this morning @VirginTrains terrible, like being back on WAP or GPRS 🤦🏻‍♂️","@122150 Sorry to hear this, Iain. Is it connecting you are having issues with? ^LC",wifi_connectivity,conservative_customer_response_rules
28118,28116,Wed Nov 01 10:38:20 +0000 2017,My current £84.50 “seat” reservation and view on the 9.56 Crewe to Euston @VirginTrains service https://t.co/aiz5ZII0ZY,@122030 Did you reserve a seat? ^BT,seat_reservation,conservative_customer_response_rules
28117,28119,Wed Nov 01 10:56:50 +0000 2017,@VirginTrains Yes as previously tweeted. The machine didn’t print out for your leg. As per the 6 passengers around me. Funny that. All different machines too. #overbooked #scam,@122030 You can claim for the lack of seat via https://t.co/xuBe5goe9L ^PA,seat_reservation,conservative_customer_response_rules
28124,28122,Wed Nov 01 10:38:12 +0000 2017,"@VirginTrains I travel from London Euston to Rugby, it just seems like there’s barely any of your trains running to rugby after 6😂 happens all the time😳",@122152 We normally have around 8 trains after 18:00 from Euston to Rugby. As with any services late at night they are reduced. ^BT,train_status,conservative_customer_response_rules
28127,28126,Wed Nov 01 10:35:26 +0000 2017,"@VirginTrains Hi, I left my brown Gelert jumper on seat B 32 on the 6:27am Wolves to Euston this morning.  Will I be able to get it back?","@122153 You can contact the lost property team here 03331 031 031 option 1, 3 Robert. We hope you're reunited soon! ^BT",lost_property,conservative_customer_response_rules
28569,28567,Wed Nov 01 10:45:30 +0000 2017,"Feeling ever so slightly claustrophobic. This is my @VirginTrains ""window"" seat. 😒 #traintravel #travel https://t.co/3a6dlZcCsD","@122253 OH no Nikki, are there any other seats you can move to? ^PA",seat_reservation,conservative_customer_response_rules
29113,29111,Wed Nov 01 11:10:43 +0000 2017,"@VirginTrains Fascinating. Then why do you say ""we just want to tailor your journey""? That's a lie, correct?","@58213 Nope, it means that they can change things to the services offer different options depending on who is travelling. ^PA",train_status,conservative_customer_response_rules
29125,29124,Wed Nov 01 11:03:43 +0000 2017,@VirginTrains @nationalrailenq What’s the suggestion for anyone getting the 5:45 train then?? Any ideas?,@122410 @nationalrailenq There may be other local car parks around. ^PA,station_facilities,conservative_customer_response_rules
29128,29127,Wed Nov 01 10:57:22 +0000 2017,@VirginTrains can you confirm what time the car park opens at Wigan north western?? It says 6:15 on your website &amp; 5:15 on @nationalrailenq,@122410 @nationalrailenq It opens at 06:15 Jen. ^PA,station_facilities,conservative_customer_response_rules
29131,29129,Wed Nov 01 11:03:33 +0000 2017,I'm getting hangry...no food or drink offered yet and a delay with @VirginTrains over two hours into my journey to London!!,@122408 Which service is it? ^PA,train_status,conservative_customer_response_rules
29133,29132,Wed Nov 01 10:57:48 +0000 2017,@VirginTrains hi I've left my phone on a train when getting off at Crewe someone has picked it up for me How can I get it back? :( https://t.co/9wkMSrGoP9,"@122411 You'd need to log it here 03331 031 031 option 1, 3 ^PA",lost_property,conservative_customer_response_rules
29710,29709,Wed Nov 01 11:25:49 +0000 2017,@VirginTrains we teach programming to refugees in #Glasgow. We need few discounted tickets to attend @122532 conf. in London. Can you help?,"@122531 @122532 I'm afraid that wouldn't be possible sorry, you can find cheap fares here though https://t.co/Jb3pdAm67q ^PA",fare_price,conservative_customer_response_rules
29712,29711,Wed Nov 01 11:25:41 +0000 2017,@VirginTrains The WiFi connection is embarrassingly slow and phases in and out of connectivity. This was on the 09:40 to Manchester. It is a common issue.,@122533 I'll get this fed back Tom. ^PA,wifi_connectivity,conservative_customer_response_rules
29714,29713,Wed Nov 01 11:22:45 +0000 2017,@VirginTrains please sort out your WiFi! It is a total waste of time trying to work on it at present. Hardly marketing for your broadband!,@122533 What issues are you having Tom? ^PA,wifi_connectivity,conservative_customer_response_rules
29716,29715,Wed Nov 01 11:18:46 +0000 2017,@VirginTrains “intercom not working properly” is a poor excuse for closing Coventry 1st class lounge. Especially given a cancelled train.,@122534 I will report this for you David. ^PA,train_status,conservative_customer_response_rules
30183,30181,Wed Nov 01 11:36:47 +0000 2017,Practically no WiFi between New St &amp; Wolvo on @VirginTrains today = I've already ate lunch. Ironic I'm tweeting from @120872 Mobile!,@122648 @120872 What issues are you having? ^PA,wifi_connectivity,conservative_customer_response_rules
30185,30186,Wed Nov 01 11:55:44 +0000 2017,@VirginTrains Still no proper WiFi am at Stafford https://t.co/efwWITh8jF,@122648 If you speak with staff they can reset the router. ^PA,wifi_connectivity,conservative_customer_response_rules
30194,30192,Wed Nov 01 11:25:36 +0000 2017,@VirginTrains unimpressed by total lack of information at Euston about delay of 1120 to Picc.,"@122650 It should have departed now, but was late due to it being late in to the station. ^PA",station_facilities,conservative_customer_response_rules
30197,30195,Wed Nov 01 11:28:31 +0000 2017,"@VirginTrains Hi, two payments for train Wi-fi have gone through somehow. I was wondering if you could help at all. Thank you. :)",@122651 You'll need to contact __email__ ^PA,wifi_connectivity,conservative_customer_response_rules
30193,30198,Thu Nov 02 09:13:40 +0000 2017,@VirginTrains Did make it after all. Quick Q: Had I known 1120 train was delayed would I have been allowed to board 1100 train with advance ticket?,"@122650 I'm afraid not, you'd need to get the booked service. ^PA",train_status,conservative_customer_response_rules
30205,30206,Thu Nov 02 09:49:34 +0000 2017,"@VirginTrains Oh dear. Puts me off buying advance tickets. Seems rules made by those who never travel. Sorry to bombard you with Qs, thanks for replies.",@122650 It's because they are the cheaper tickets sold to fill quieter services so there are more restrictions. ^PA,train_status,conservative_customer_response_rules
30207,30208,Thu Nov 02 10:01:11 +0000 2017,@VirginTrains What if the earlier train is a “quiet service”? Wouldn’t it be better if displaced psngers had choice rather than all using later train?,@122650 I'm afraid the rule will still apply. ^PA,ticket_change,conservative_customer_response_rules
32123,32122,Wed Nov 01 12:38:01 +0000 2017,£1.04 per minute to sit on a @VirginTrains for 4 hours. Wilmslow to London return £250.99. All aboard!,@122844 You would need to get on the services that are valid with your ticket though I'm afraid. ^PA,train_status,conservative_customer_response_rules
32127,32125,Wed Nov 01 12:37:46 +0000 2017,"The ""joy"" of a @VirginTrains late boarding scrum...chaos + late departure 😦 #trainshateme","@123109 Oh no, sorry for that which service is it? ^PA",train_status,conservative_customer_response_rules
32620,32618,Wed Nov 01 12:46:18 +0000 2017,"@VirginTrains your wifi really is dire. Got to turn it off in order to go online. When I pay for the first class, one expects a first class",@123246 What issues are you having exactly? ^PA,wifi_connectivity,conservative_customer_response_rules
32619,32621,Wed Nov 01 15:20:54 +0000 2017,@VirginTrains Your wifi never works. So what's the point of having it?,"@123246 Which service are you on, Tomas? ^MM",wifi_connectivity,conservative_customer_response_rules
36283,36281,Wed Nov 01 13:54:14 +0000 2017,@VirginTrains Possibly. Loads of empty seats but with reserved signs on them. Here's hoping carriages of the future avoid this issue.,"@123903 If nobody is in the seats, please feel free to move. ^PA",seat_reservation,conservative_customer_response_rules
36287,36286,Wed Nov 01 13:44:06 +0000 2017,Loving my reserved window seat @VirginTrains https://t.co/Z00FVq2Pf2,"@123903 Oh no, are you able to move to a different seat? ^PA",seat_reservation,conservative_customer_response_rules
37877,37876,Wed Nov 01 14:23:07 +0000 2017,I’m in the quiet carriage but the air con is so cold its tickling my throat. Sorry for any coughing complaints @VirginTrains 🤷‍♀️,"@124227 If you speak with staff, they can adjust it for you. ^PA",complaint_feedback,conservative_customer_response_rules
37884,37883,Wed Nov 01 14:19:02 +0000 2017,"When free wifi is not free wifi, @VirginTrains what gives? https://t.co/j3CwiqqsOD","@124229 This should be free, could you DM us and we'll have a look. ^PA https://t.co/hhfk9c3ylv",wifi_connectivity,conservative_customer_response_rules
38489,38487,Wed Nov 01 14:32:56 +0000 2017,@VirginTrains - just boarded at Euston on the Edinburgh train and the clean toilet 💩💩💩 stinks in the carriage🤢🤢 #ripoff ticket prices,@124387 Sorry to hear this Kelly. Have you spoken with the onboard team regarding this issue? ^CB,fare_price,conservative_customer_response_rules
38488,38490,Wed Nov 01 18:32:08 +0000 2017,@VirginTrains Surely it shouldn’t take a customer to speak to the onboard team to know that it stinks it is it at the start of a journey should be clean!,@124387 If you're unhappy with your experience and wish to make a complaint please get in touch: https://t.co/S6rqBQodWp ^CB,complaint_feedback,conservative_customer_response_rules
38492,38491,Wed Nov 01 14:29:43 +0000 2017,@VirginTrains Hi. Whenever I book in advance on yr site and SPECIFICALLY REQUEST FORWARD FACING SEATS I end up with BACKWARD FACING SEATS.,@124388 Sorry to hear this Jo. The system will try to match your request but it isn't a guarantee. We do now offer the seat selector 1/2,seat_reservation,conservative_customer_response_rules
38492,38493,Wed Nov 01 14:29:43 +0000 2017,@VirginTrains Hi. Whenever I book in advance on yr site and SPECIFICALLY REQUEST FORWARD FACING SEATS I end up with BACKWARD FACING SEATS.,@124388 2/2 so you can hand-pick your specific seat during the booking ^CB,seat_reservation,conservative_customer_response_rules
39729,39728,Wed Nov 22 19:48:46 +0000 2017,"@VirginTrains Well it left Piccadilly late and is currently scheduled to arrive at Euston at least 35 minutes behind schedule. Do I qualify for compensation and if so, how do I claim it?","@124700 Sorry to hear you have been delayed. If you were delayed over 30 minutes, you can claim for delay repay here https://t.co/v2F1XYIfEP ^BT",refund_compensation,conservative_customer_response_rules
39731,39730,Wed Nov 22 17:05:01 +0000 2017,@VirginTrains The three trains preceding my 17:35 from Manchester Piccadilly to Euston are delayed. Will the 17:35 also be delayed? What is the cause?,@124700 This service is looking to depart on time from Manchester. The other services were delayed due to a safety inspection of the track earlier today. ^BT,train_status,conservative_customer_response_rules
39999,40000,Wed Nov 01 15:35:44 +0000 2017,@VirginTrains I just wish it had gone beyond this verse.... tried drowning out with a podcast but your wifi connection is worse than dialup at present 😒,@124763 Can you get connected via https://t.co/1JEOSVPtGN ? ^MM,wifi_connectivity,conservative_customer_response_rules
40003,40004,Wed Nov 01 15:41:41 +0000 2017,@VirginTrains No! Paid £5 for no internet access... now it says no internet! #Todayisnotmyday,@124763 You can claim a refund via __email__ ^MM,refund_compensation,conservative_customer_response_rules
41980,41979,Wed Nov 01 15:36:34 +0000 2017,@VirginTrains top service from concourse staff getting me a bike spot with 12min to go and the long walk to open the door on platform 5. thx,"@121081 Thanks for your comments, Nick ^MM",train_status,conservative_customer_response_rules
41983,41981,Wed Nov 01 15:36:14 +0000 2017,"@VirginTrains can someone contact me ASAP, I’ve been trying daily to contact you about compensation payments but constantly on hold","@125258 Which number are you contacting, Jay? ^MM",refund_compensation,conservative_customer_response_rules
42168,42166,Wed Nov 22 20:25:47 +0000 2017,@VirginTrains Thanks - can I just double check this as just been told the train is cancelled?,@125305 Which exact service? ^MW,train_status,conservative_customer_response_rules
42167,42169,Wed Nov 22 20:28:27 +0000 2017,@VirginTrains 2019 Wigan north western to Birmingham new street,@125305 That has been cancelled I'm afraid. There should be a 21:28 however ^MW,train_status,conservative_customer_response_rules
42173,42172,Wed Nov 22 20:24:07 +0000 2017,"@VirginTrains Yep, rarely seems to happen though unfortunately. Do you know what’s happening for stations after Preston as a result of the issue before Preston?",@125305 We will have trains running JV ^MW,train_status,conservative_customer_response_rules
43960,43958,Wed Nov 01 16:03:57 +0000 2017,"Having a most pleasant journey with @VirginTrains All aboard, all aboard!! Trolley man needs a driving test though #heartattack bumping!!","@125746 Thanks for your feedback, Alison. We'll pass this on 😃 ^MM",complaint_feedback,conservative_customer_response_rules
44433,44436,Sun Nov 26 00:53:56 +0000 2017,"@VirginTrains You do not have the name or office address of the managing director of the company you work for?

Let me help you:
https://t.co/ETBpMRHPYn

I think that tells me everything I need to know about your attitude towards your customers. Goodnight.","@125860 We're sorry you feel this way, please do raise a formal complaint as advised and our customer resolution centre will be in touch. Alternatively you can live chat with them from 08:00 to 22:00 via this link https://t.co/YB2X8iaeb7 ^JH",complaint_feedback,conservative_customer_response_rules
44443,44441,Sun Nov 26 00:45:32 +0000 2017,"@VirginTrains Well, *that* was the outcome the last time I made a formal complaint. Can you give a postal address of someone at board level who doesn't wholeheartedly loathe your customers?","@125860 Sorry Stephen, we do not have that information. We recommend you raise a formal complaint as advised ^JH",complaint_feedback,conservative_customer_response_rules
44448,44446,Sat Nov 25 23:39:50 +0000 2017,"@VirginTrains With respect, those are your problems, not mine. My problem is that on two Saturdays in a row you have provided an inexcusably poor level of customer service, and your excuses for it are less than completely convincing.",@125860 If you would like to raise formal complaint please follow this link https://t.co/t20UbyOCSn ^JH,complaint_feedback,conservative_customer_response_rules
44450,44449,Sat Nov 25 23:21:16 +0000 2017,@VirginTrains But you do it when there isn't a last-minute change of platform as well.,@125860 Stephen we appreciate this is frustrating for passengers. Approx 140 Virgin Trains services arrive / depart from Euston daily not to mention LM &amp; TFL services. The high frequency of services coupled with any disruption can cause issues ^JH,train_status,conservative_customer_response_rules
44447,44453,Sun Nov 26 00:43:49 +0000 2017,@VirginTrains And you still haven't answered my question: how is having a full trainload of passengers make a mad dash down the platform a few minutes before departure *safer* than allowing people to wait on the platform?,"@125860 We have answered that question, here is the answer again ""If there is a last minute change in platform there is less likely hood of passenger injuring themselves on the platform or the tracks"" ^JH",train_status,conservative_customer_response_rules
45220,45219,Wed Nov 01 16:17:46 +0000 2017,"@VirginTrains  refund me, its been over two weeks, you were quick enough to take my money, please return it is VTN-171017BDJW.",@125992 This is one for @120576 so we'll pass you over to them ^MM,refund_compensation,conservative_customer_response_rules
46055,46054,Wed Nov 01 16:29:43 +0000 2017,"Dear @VirginTrains, just a quick message. From Maddie x https://t.co/3JeE7AGaei","@126214 Sorry for your experience, Maddie. Which service were you travelling on? ^MM",train_status,conservative_customer_response_rules
46057,46056,Wed Nov 01 16:33:31 +0000 2017,All I wanted today was for my train to be on time so I could get back in time for my girlfriend’s birthday. Never mind eh @VirginTrains,"@126215 Oh no, Karl! Which service are you awaiting on this evening? ^MM",train_status,conservative_customer_response_rules
46263,46261,Wed Nov 22 21:36:17 +0000 2017,@VirginTrains Given I have been queuing for over half an hour and no where near transport will there be anything going further than  Lancaster .  Last train is not that late!,@126270 We will arrange onward transport if you miss the last service. ^BT,train_status,conservative_customer_response_rules
46265,46264,Wed Nov 22 21:24:19 +0000 2017,@VirginTrains Hmm. Might need some other options as the queue isn't really moving. Are trains running from Lancaster? We are heading to oxenholme!,@126270 Services are running from Lancaster. Hopefully the replacement transport will be with you soon. ^BT,train_status,conservative_customer_response_rules
46288,46286,Wed Nov 22 21:34:00 +0000 2017,@VirginTrains I have a return ticket how much refund do you get on a 90mins delay,@126271 Please make a claim here - https://t.co/v2F1XYIfEP and you can check the compensation ^MW,refund_compensation,conservative_customer_response_rules
47058,47056,Wed Nov 01 16:42:37 +0000 2017,@VirginTrains 16:55 Manchester Piccadilly to Euston,@126492 Coach F &amp; a portion of unreserved seats in coach C ^MM,seat_reservation,conservative_customer_response_rules
48814,48813,Wed Nov 01 16:46:34 +0000 2017,@VirginTrains rather a shame that +£100 worth of tickets doesn't get me WiFi that I can transfer from a West Coast train to X Country train,"@126887 This isn't possible, I'm afraid. We'll however pass your comments on regarding this ^MM",wifi_connectivity,conservative_customer_response_rules
49428,49427,Wed Nov 01 17:19:24 +0000 2017,@VirginTrains How long does it generally take you to respond to a claim via email for a train ticket??,@127057 The Customer Relations team aim to respond within 28 days ^MM,complaint_feedback,conservative_customer_response_rules
49796,49794,Wed Nov 22 22:10:49 +0000 2017,"Absolute shambles at Preston @VirginTrains I should be in Glasgow NOW! Been waiting over 2 hours for replacement coach. The @120893 ""travel safe officer is as inept at his job as Virgin train staff. Many strongly worded complaints tomorrow I should think.","@127145 @120893 Apologies for the disruption to your journey, Lynn. If you speak to staff at the station, they team will help and arrange onward travel for you. You will also be able to claim delay repay compensation here https://t.co/v2F1XYIfEP ^KS",complaint_feedback,conservative_customer_response_rules
50348,50347,Wed Nov 01 17:36:41 +0000 2017,"@VirginTrains idk of this is the right twitter, trying to book tix from birmingham to london. 22nd dec-26th says no tickets available. help?","@127291 This is the correct Twitter, Raffina. I'm afraid we don't run services on the 25th &amp; 26th December ^MM",train_status,conservative_customer_response_rules
50353,50352,Wed Nov 01 17:23:09 +0000 2017,Sat here waiting for a train to go watch the reds and there's no entertainment at all..I blame @VirginTrains they should be giving us a brew,"@127292 Which service are you on, Kristen? ^MM",train_status,conservative_customer_response_rules
50359,50361,Wed Nov 01 18:32:36 +0000 2017,"@VirginTrains your online team (Vijay Kumar Pushpala) continue to display at total lack of competence 
you've taken my money / but not given me my booking",@127294 Have you called the Aftersales team directly on this issue? They'd be best placed to assist on 03445565650 ^CB,ticket_change,conservative_customer_response_rules
51057,51060,Wed Nov 01 17:57:17 +0000 2017,@VirginTrains I’ve already claimed but the e-ticket on my phone has expired so I’m hoping it’s accepted. It was a diabolical journey. 😞,"@127469 If the Customer Relations team require any further information, they'll be in contact ^MM",complaint_feedback,conservative_customer_response_rules
