customer_tweet_id,brand_tweet_id,created_at,customer_message,brand_response
1194,1208,Tue Oct 31 22:13:25 +0000 2017,@VirginTrains We are enroute to Preston Now from Euston. Will we have to wait it out?,@115924 Some lines will be reopening shortly so you'll get through but delays are expected ^CB
2042,2041,Tue Oct 31 22:27:14 +0000 2017,Thank you @VirginTrains for the advice to make the connection. After a long long day it is appreciated #topwork,@116159 Happy the team could help 😊 ^CB
3116,3115,Sun Nov 26 00:11:36 +0000 2017,@VirginTrains Night Joel,@116421 Good night Becky ^JH
3118,3117,Sun Nov 26 00:05:05 +0000 2017,@VirginTrains can u confirm how long was the delay for 2043 train from London Euston to Bham New Street on 23/11/17? Train announcer even announced it 45mins late. But I’m getting reply for my refund claim that it was 9mins. Pls &amp;Tq,"@116422 Hi Joanne, we have this service reported 1 minute early arriving into Birmingham New Street and 12' minutes late arriving into Wolverhampton. ^JH"
4216,4215,Tue Oct 31 23:06:40 +0000 2017,@VirginTrains Are the passengers still stuck,@116699 Services are still meeting with delays at Preston while the station is closed. ^SB
5855,5854,Wed Nov 22 10:48:44 +0000 2017,@VirginTrains I’m phoning to check if there is bicycle space before purchasing my tickets. If u could do this it would be brilliant &amp; i’d be very grateful,@117110 When are you looking to travel? ^LC
5857,5856,Wed Nov 22 10:45:59 +0000 2017,.@VirginTrains I’m trying to get through on the phone to book bicycles onto services. Ive been on hold for ages? Any help available?,@117110 If you could DM your journey details/booking reference we can take a look in to this and reserve the spaces where possible ^CB https://t.co/hhfk9bLWWV
7505,7503,Tue Oct 31 23:39:21 +0000 2017,@VirginTrains just wondering if the station will be open tomorrow morning. SSP start around 4am.,@117261 Which station is this Alex? ^SB
7504,7506,Tue Oct 31 23:43:04 +0000 2017,@VirginTrains Preston sorry.,@117261 Yes that'll be open ^SB
8469,8467,Sat Nov 18 18:17:53 +0000 2017,@VirginTrains Where are they located on train ?,@117489 They should be making their way through during the journey. You can also find the Train Manager in Coach C ^HP
8468,8470,Sat Nov 18 18:55:09 +0000 2017,@VirginTrains Couldn’t find anyone. Very annoyed by their antics.,"@117489 Sorry to hear that, the Train Manager should be making their way through ^HP"
8471,8472,Sat Nov 18 21:25:56 +0000 2017,@VirginTrains No-one came through before we got off at Stafford. I pity the passengers who had to put up with them still on train to London Euston,"@117489 Really sorry again, we'll be sure to pass your comments on in regards to this ^HP"
8473,8474,Sat Nov 18 21:37:57 +0000 2017,"@VirginTrains Rather have a refund for ticket for the station staff allowing ppl drunk on the train in the 1st place. Racist, foul mouthed louts which scared the kids on the train","@117489 I'm afraid we wouldn't be able to offer a refund for this, apologies ^HP"
8476,8477,Sun Nov 19 08:49:35 +0000 2017,@VirginTrains Thanks for ignoring my reply,@117489 This can be escalated further with Customer Relations via the online complaints link - https://t.co/JiaU3S0Scz ^MM
8479,8478,Sat Nov 18 18:03:15 +0000 2017,@VirginTrains any chance you can do something about the 2 drunk ladies causing havoc on the 17.47 from Liverpool lime street to London Euston ? Abusive to fellow passengers &amp; general behaviour leaving a lot to be desired,@117489 Really sorry to hear this. Please do report this to the onboard team and they should be able to assist you further ^HP
12754,12753,Wed Nov 01 01:37:14 +0000 2017,"@VirginTrains Hey, how do I apply for a career with Virgin Trains? I’ve checked the website and there’s no application available.",@118575 Any vacancies will be advertised on our careers page at https://t.co/EpxK8LFZ2D ^SB
19283,19281,Wed Nov 01 06:26:54 +0000 2017,@VirginTrains Is the first class lounge open at Coventry before I purchase a ticket?,@120286 The First Class lounge is open Monday To Friday : 06:30 - 21:00. ^SB
19282,19284,Wed Nov 01 06:30:40 +0000 2017,@VirginTrains It has been closed all week. Can you confirm if it has reopened as what you have just said is totally incorrect.,@120286 2/2 system and door locks which is currently awaiting for a fix so I'm afraid it won't be open today. Sorry Danny. ^SB
19286,19287,Wed Nov 01 06:37:55 +0000 2017,@VirginTrains The engineer was due to arrive yesterday? Why can't a member of staff stand by the door letting the appropriate people in?,@120286 There are not staff available to do this as the platform staff are needed for safety related duties. ^SB
19282,19285,Wed Nov 01 06:30:40 +0000 2017,@VirginTrains It has been closed all week. Can you confirm if it has reopened as what you have just said is totally incorrect.,@120286 I've just spoken with Coventry who have advised that it's currently closed  due to a fault with the intercom 1/2
19290,19291,Wed Nov 01 06:36:26 +0000 2017,@VirginTrains You just said it was open which is totally misleading for customers. Check facts before reading and not a script.,@120286 Its the standard opening times as we havent been advised of a closure Danny so provided this until you mentioned you had issues
19295,19293,Wed Nov 01 06:25:40 +0000 2017,Excellent and prompt customer service from @115830  Take note @VirginTrains  !,@116610 @115830 Is there something we can assist you with Cheryl? ^SB
19294,19296,Wed Nov 01 06:28:23 +0000 2017,@VirginTrains @115830 It’s a case of VTEC  telling me I’ll hear from them within 10 working days - again.,@116610 @115830 I'm sure they'll do their best to respond to any queries you have as quick as they can ^SB
19299,19297,Wed Nov 01 06:22:57 +0000 2017,"@VirginTrains Morning. Do you support Charity Events by donating tickets? (ie a fundraising ""blagged race""",@120287 You can send in a request using the following link for consideration. https://t.co/1DZesS27Xa ^SB
20133,20131,Wed Nov 01 06:48:50 +0000 2017,@VirginTrains It doesn't matter as I don't need it but it's the 0641 off nmp.,@120427 There should be staff in both trains so the shop should be open in your part too. Is this not the case? ^SB
20135,20134,Wed Nov 01 06:46:28 +0000 2017,"'The shop is now open in the front set' err this is a fixed formation train, @VirginTrains and I'm in the back set...",@120427 Which service is this on Bekki and I'll check the details for you. ^SB
20861,20860,Wed Nov 01 07:24:06 +0000 2017,Stood for 45 minutes with my disabled children (no seats on platform) waiting for the late 06:55 @VirginTrains to Newark North Gate. 1/3,"@120575 Hi Morag, sorry to hear that, however you will need to speak with our colleagues at @120576 ^PA"
20865,20864,Wed Nov 01 07:23:33 +0000 2017,Lovely view from @VirginTrains this morning https://t.co/6xQeDFKMfc,@120577 Fantastic picture 😀 ^PA
20868,20867,Wed Nov 01 07:18:29 +0000 2017,@VirginTrains Thanks. So it can be done?,@120578 Yes it can as far as I'm aware. ^PA
20873,20871,Wed Nov 01 07:17:07 +0000 2017,"@VirginTrains Thx. It drops constantly. It's useless even for email. I'm using 📱 now and was using yesterday in 1st. It's always awful, sorry.","@120579 Sorry to hear that, try reloading it with https://t.co/1JEOSVPtGN ^PA"
20872,20874,Wed Nov 01 07:38:13 +0000 2017,"@VirginTrains Thx but TBH I'm in standard today, and not going to pay for something in which I have no confidence. I travel a lot, and I've wasted £'s b4","@120579 Ok, no worries, sorry for the issues you have. ^PA"
20877,20876,Wed Nov 01 07:12:02 +0000 2017,@VirginTrains get the customer experience right in every way apart from their wifi—shame that on every journey I end up using my 📱hotspot,"@120579 Oh no, what issues are you having with the WiFi? ^PA"
20869,20870,Wed Nov 01 07:16:41 +0000 2017,@VirginTrains why can’t we block book seat on season tickets?,"@120578 If you go to the station, they can assist with this. ^PA"
21183,21181,Wed Nov 01 07:42:44 +0000 2017,@VirginTrains Has the unreserved coach been changed on the 17:47 out of Lime St? Coach F on this 9 coach pendolino is virtually fully reserved today!?,@120646 It should now be coach C. ^PA
21182,21184,Wed Nov 01 07:45:57 +0000 2017,@VirginTrains Thanks... Is this a one off or a regular thing now please!,"@120646 It is yes, they are slowly being changed over the next month or so. ^PA"
21188,21186,Wed Nov 01 07:40:48 +0000 2017,Practising my Spanish 🇪🇸 alphabet pronunciation on the 06:48 @VirginTrains  keep getting stuck on G 🙄😁#nottalkingtomyself,"@120647 You can do it, I have faith in you 😀 . ^PA"
21187,21189,Wed Nov 01 07:54:42 +0000 2017,@VirginTrains TY 😆At least once in London Euston ppl will think I'm on a phone call,@120647 🤣 ^PA
21196,21190,Wed Nov 01 07:39:53 +0000 2017,@VirginTrains 15.03 Euston to New street. Have logged item with all lost property offices.,"@120648 Ok, sorry there wasn't any help, they should have been able to contact the staff for you. ^PA"
21193,21197,Wed Nov 01 08:53:26 +0000 2017,@VirginTrains And genuine question - what if this has been a real emergency? On a peak time train surely customer service should have been available?,@120648 If it was an emergency then our control team will have been informed and things will be in place for this. ^PA
21198,21201,Wed Nov 01 08:59:04 +0000 2017,@VirginTrains Gah! Just very very frustrating on an expensive train ticket at peak time. Shoddy customer service :(,@120648 2/2 if it is found it will be handed in then you will need to log it. ^PA
21198,21202,Wed Nov 01 08:59:04 +0000 2017,@VirginTrains Gah! Just very very frustrating on an expensive train ticket at peak time. Shoddy customer service :(,"@120648 1/2 I appreciate the frustration, however when it comes to lost property,"
21195,21205,Wed Nov 01 08:52:22 +0000 2017,@VirginTrains So - was I just given the wrong information at the time? Where did this go wrong? Is there a genuine customer service number I can call?,"@120648 I don't know for sure if they should have called or if they do that, but it sounds like something they should be able to do ^PA"
21207,21209,Wed Nov 01 09:01:25 +0000 2017,"@VirginTrains ...an email or postal address would be fab, thanks.",@120648 You can contact them via https://t.co/dNhDAh81ff or write in via https://t.co/H0v2AYiHzk ^PA
21211,21210,Wed Nov 01 07:37:31 +0000 2017,"@VirginTrains It wasn’t in lost prop, so guess either going up and down the line, or nicked :(","@120648 I see sorry to hear that, where was this? ^PA"
21217,21212,Wed Nov 01 07:31:57 +0000 2017,"...would then @VirginTrains you be able to radio the train staff? What if, heaven forbid, a child was left when doors shut too quickly?","@120648 Hi Becky, what's happened exactly? ^PA"
21220,21218,Wed Nov 01 07:38:38 +0000 2017,"@VirginTrains on the mobile app, when does one activate the ticket? On the day, or just before going through the turnstile?",@120649 On the day so it is ready for showing when you get to the barriers. ^PA
21219,21221,Wed Nov 01 09:37:42 +0000 2017,@VirginTrains Thanks. Pity no one was at the barrier to check it.,@120649 Oh no sorry about that. ^PA
21223,21222,Wed Nov 01 07:30:10 +0000 2017,Exploring the UK with @VirginTrains https://t.co/qerFqMemNk https://t.co/W74HMM6D4Q,@120650 Great picture. ^PA
21225,21224,Wed Nov 01 07:29:30 +0000 2017,@VirginTrains morning. How much for a 1st class upgrade on today's 0630 Glasgow 2 London Euston?? And for the rtn at 1530? 😀,"@120651 It'll be the difference in price between the two tickets, staff onboard can assist. ^PA"
21649,21648,Wed Nov 01 07:56:20 +0000 2017,@VirginTrains Coventry 😩,@120719 This has been reported so hopefully there will be a fix soon. ^PA
21651,21650,Wed Nov 01 07:48:34 +0000 2017,@VirginTrains 1st class loungeoit of action AGAIN. Why am I paying a higher price for tickets when it’s not available.  Pls get it sorted!,"@120719 Hi Andrea, which station is this? ^PA"
21655,21652,Wed Nov 01 07:55:19 +0000 2017,@VirginTrains If I was on it there wouldn't be an issue!!! Harrogate to London.,"@120720 Ah, it sounds like you need to speak to our friends at @120576 ^PA"
21662,21661,Wed Nov 01 07:52:45 +0000 2017,"@VirginTrains making commuters late daily. Cancelled yesterday, delayed today, anyone'd think you're bothered about profit over service.","@120720 Hi Matt, which service are you on? ^PA"
21664,21663,Wed Nov 01 07:51:45 +0000 2017,@VirginTrains ...had email with booking confirmation details etc but ticket office refused to give ticket. Had to buy 2nd ticket at high price...,"@120722 Hi Ian, could you please DM us with more details. ^PA https://t.co/hhfk9c3ylv"
21669,21668,Wed Nov 01 07:50:09 +0000 2017,Can someone @VirginTrains please fix the intercom system that has put the first class lounge out of action indefinitely at Coventry Station #missmycoffee,"@120723 Hi Scott, this has been reported we hope it'll be fixed soon. ^PA"
21674,21671,Wed Nov 01 07:46:57 +0000 2017,@VirginTrains Use the clock application on your smart phone so you always know what time it is in different countries #WednesdayWisdom,"@120724 I like it Charlotte, what's the time in Mumbai? 😀 ^PA"
21672,21675,Wed Nov 01 08:05:07 +0000 2017,"@VirginTrains (And importantly is the same day, 1st Nov...)","@120724 Well there you go, it was just a little test not many people will have that time on the phone. ^PA"
22674,22672,Wed Nov 01 08:35:00 +0000 2017,@VirginTrains your WiFi is killing me this morning on the 07:56 Mac to Eus. Keeps dropping out 😬,"@120956 Oh no, try reloading it with https://t.co/1JEOSVPtGN ^PA"
22673,22675,Wed Nov 01 08:52:38 +0000 2017,@VirginTrains No such luck 👎🏻 https://t.co/Y6nCE0voCH,@120956 Staff may be able to reset the router if you speak to them. ^PA
22677,22676,Wed Nov 01 08:31:51 +0000 2017,"It’s a lovely bridge to sit staring at @VirginTrains, but any chance we can get moving now ??  #Leeds #LondonKX https://t.co/2TOyUdXPpo",@120957 This is one for @120576 to help with. ^PA
22683,22681,Wed Nov 01 08:27:26 +0000 2017,@VirginTrains I submitted a refund request on 19th October and haven’t heard yet. How long does this normally take?,"@120958 Hi Nicola, it can take up to 28 days to receive a full response from our Customer Resolution team ^LC"
22682,22684,Mon Nov 20 08:15:13 +0000 2017,@VirginTrains I submitted my request on 19th October but still haven’t heard anything?,@120958 Can you DM us your reference number please and we can look into this for you? ^BT
22688,22687,Wed Nov 01 08:26:23 +0000 2017,@VirginTrains And the delay on the way there? Departing London Euston at 10:40?,@120959 This was delayed due to a fault on this train ^LC
22690,22689,Wed Nov 01 08:13:23 +0000 2017,@VirginTrains 16:15,@120959 This was due to a fault with a level crossing resulting in minor delays. ^PA
22692,22691,Tue Oct 31 18:49:37 +0000 2017,"@VirginTrains Manchester Piccadilly to London Euston, this morning was the same but out it London Euston..",@120959 What time was this service booked to depart Manchester? ^CB
22694,22693,Tue Oct 31 18:44:06 +0000 2017,Both @VirginTrains delayed today! Late for a meeting and then later getting back home from Manchester 🙄,@120959 Which service are you on this evening? ^CB
23312,23311,Wed Nov 01 08:56:00 +0000 2017,@VirginTrains Hi ^BT,@116421 Hey Becky. ^BT
23315,23313,Wed Nov 01 08:55:27 +0000 2017,some of the revenue protection people @VirginTrains do make me laugh....think they may take it a little too seriously #angryginger,@121081 How do you mean Nick? ^PA
23314,23316,Wed Nov 01 15:33:54 +0000 2017,@VirginTrains it's too funny to mention....would tell you the guys name but no name badge....did have a VERY manscaped ginger beard,"@121081 We'll pass your comments on regarding your experience, Nick ^MM"
23323,23322,Wed Nov 01 08:54:51 +0000 2017,@VirginTrains please cut down on the bing bong messages. Or switch them off in the quiet carriage.,@121083 They can't be stopped because messages are there to provide information to people I'm afraid. ^PA
24142,24140,Wed Nov 01 09:11:41 +0000 2017,@VirginTrains The train is late running everyday. Even if it gets to Nuneaton on times it’s often late leaving Macclesfield.,@121207 I'll pass on your feedback. ^PA
24145,24143,Wed Nov 01 09:05:03 +0000 2017,@VirginTrains 8.12 from Stoke late again. Why can’t you run this service on time. I’ve missed a connection now have an 28 minute wait.,"@121207 Sorry for that, it was due to a track issue at Tamworth. ^PA"
24144,24146,Wed Nov 01 09:12:37 +0000 2017,@VirginTrains Is the track issue the continued private ownership of rail operators who charge a fortune for tickets for shoddy services?,@121207 Nope. ^PA
24148,24147,Wed Nov 01 09:06:51 +0000 2017,@VirginTrains So they never actually answer? There voicemail claims they had ‘high call volume’ but is it always left to ring out?,@120648 I will pass on this feedback. ^PA
24151,24149,Wed Nov 01 09:04:41 +0000 2017,@VirginTrains And can you answer this - is the lost property line ever manned? Don’t want to waste more time on it if it’s more window dressing.,@120648 You need to leave a message and if it is found then they contact you. ^PA
24156,24155,Wed Nov 01 09:00:53 +0000 2017,"@VirginTrains @nationalrailenq Yet another ticket gate fail at MAN. Not my fault, or my phone's, but yours. Get them sorted!","@121208 @nationalrailenq Hi Donald, what issues are you having? ^PA"
24672,24670,Wed Nov 01 09:23:52 +0000 2017,@VirginTrains on the Glasgow train at Euston. I was unaware I'd have to go the entire journey without a plug socket... Disappointed :(,@121328 Had you reserved a seat with one? ^PA
24671,24673,Wed Nov 01 09:28:01 +0000 2017,@VirginTrains Yes. I specifically asked to be on a table and near a socket. Yet I'm in the opposite situation.,"@121328 We can't always guarantee the preferences you request, we'd suggest using the seat picker in future. ^PA"
24674,24675,Wed Nov 01 09:32:55 +0000 2017,@VirginTrains Also your reservation signs aren't working in my coach. It's all a bit not right.,@121328 Sorry for that. ^PA
24677,24676,Wed Nov 01 09:16:51 +0000 2017,@VirginTrains great service on the 0840 from Eus to Man this morning. Smiles and porridge to get my day started.,@121329 Great to hear Bill 😀 ^PA
25140,25138,Wed Nov 01 09:42:02 +0000 2017,. @VirginTrains @120576 Don't you get totally fed up explaining to passengers that they've tweeted the wrong company?!? #confusion,@121426 @120576 It's all part of the job Robert. ^PA
25143,25141,Wed Nov 01 09:36:30 +0000 2017,Currently on the 09.04 Birmingham New street to Bournemouth @VirginTrains and it's FREEZING. Why is the air con blowing out cold?! Brrr!,@121427 You'll need to speak to @121428 regarding this. ^PA
27040,27039,Wed Nov 01 10:12:46 +0000 2017,"@VirginTrains I’m in York and my train is half an hour late to Doncaster and now I’m going to miss my next train, I hope I can get home..","@121923 Hi Sophie, our friends at @120576 will be able to assist you. ^PA"
27044,27042,Wed Nov 01 10:03:57 +0000 2017,"@VirginTrains morning. If I have an off peak return to Glasgow, can I break the journey for a few hours in Preston then get back on later?",@13211 Yes you can 😀 ^PA
27047,27045,Wed Nov 01 10:02:30 +0000 2017,@VirginTrains love the service HATE the stink of the loos every time you get on/off &amp; someone opens the door! #disgusting #BrumToEuston,"@121924 Oh no, have you reported this to staff onboard? ^PA"
27046,27048,Wed Nov 01 11:39:34 +0000 2017,@VirginTrains If there was crew available I would have! It’s an on going problem!,@121924 I'll get this reported. ^PA
27052,27050,Wed Nov 01 09:57:41 +0000 2017,@VirginTrains am really disappointed with in train wi Di service (wolves to Euston). Saying it was sporadic would be kind,"@121925 Hi John, what issues are you having? ^PA"
27051,27053,Wed Nov 01 10:32:15 +0000 2017,@VirginTrains Wifi not shown as discoverable for more than a couple of mins at a time. Have wasted lots of time 😞,"@121925 ry to hear that, try reloading it with https://t.co/1JEOSVPtGN ^PA"
27559,27557,Wed Nov 01 10:24:56 +0000 2017,@VirginTrains and don’t play the first off peak train card .. your reservation system gave a positive acknowledgment but didn’t give reservation on printing #sham #licencetonickmoney,@122030 Did you contact anyone when you realised the reservation hadn't gone through? As you say it can be busier on the first Off Peak ^PA
27558,27560,Wed Nov 01 10:32:47 +0000 2017,@VirginTrains Yes the guard on train. No time from collection to boarding. And didn’t expect a cattle truck .. expected a professional service for the not considerable fare,@122030 If you wish to take it further you can do via https://t.co/rgt9t9Txok ^PA
27563,27561,Wed Nov 01 10:22:50 +0000 2017,@VirginTrains I've been on hold to your complaints line for an hour trying to get an update on a non-responded to complaint. Can you help?,@122031 Have you tried LiveChat on https://t.co/cOc2wxt1PQ ^PA
27562,27564,Wed Nov 01 11:00:23 +0000 2017,@VirginTrains That doesn't work for me either...,"@122031 You can call 03331031031 Option 1, 4 and 3. ^PA"
27565,27566,Wed Nov 01 11:29:09 +0000 2017,"@VirginTrains All I can do is leave a message to ignore? Online chat not working on multiple computers or my phone either, literally just want an update.",@122031 They will call you back Jack if you have left a message. ^PA
27567,27568,Thu Nov 02 09:56:23 +0000 2017,@VirginTrains They did not.,"@122031 Sorry to hear that Jack, you will need to contact LiveChat on https://t.co/XLGpHSII3m ^PA"
27569,27570,Thu Nov 02 10:03:15 +0000 2017,"@VirginTrains Again, it's not working, I just get the loading circle forever. This is ridiculous, 24 hours I've been trying and haven't spoke to 1 person.",@122031 Please DM us and we can discuss your issues. ^PA
27574,27571,Wed Nov 01 10:20:20 +0000 2017,@VirginTrains On worst Train journey in long time from stockport to euston 9.43 total overcrowding and no declassification #trainmonopolies,"@122032 Sorry to hear that Sarah, have you spoken with any staff onboard? ^PA"
27572,27575,Wed Nov 01 10:39:14 +0000 2017,@VirginTrains Poor show Train Manager is hiding in first class and won’t come and speak to us,@122032 Please accept our apologies Sarah. But it would be the train manager who would be best to speak to regarding this. ^BT
27576,27577,Wed Nov 01 11:03:28 +0000 2017,@VirginTrains We would if didn’t hide #poorcustomerservice #shouldhave declassified,@122032 I'll pass on your feedback. ^PA
27573,27578,Wed Nov 01 10:27:43 +0000 2017,@VirginTrains Yes and the Manager response to everyone is to leave the Train and get next. We have business meetings as soon as arrive so can’t,"@122032 I see, sorry it's so busy for you, had you reserved a seat? ^PA"
27581,27579,Wed Nov 01 10:20:03 +0000 2017,@VirginTrains shocking lack of carriages on the 9.56 from Crewe to Euston. Pls explain how I’m supposed to type up a report sat on floor by door elbow to elbow with fellow passengers 😠 £84 ripoff #dontcare,"@122030 Hi sorry, you haven't managed to get a seat, had you reserved one? ^PA"
28107,28105,Wed Nov 01 10:39:21 +0000 2017,"Pointless paying for the WiFi on the Glasgow train this morning @VirginTrains terrible, like being back on WAP or GPRS 🤦🏻‍♂️","@122150 Have you tried disconnecting from the WiFi, reconnecting and typing https://t.co/1JEOSVPtGN into your browser's URL bar? ^BT"
28106,28108,Wed Nov 01 10:47:01 +0000 2017,@VirginTrains Yes.,"@122150 Sorry for that Iain, you can call WiFi Support on 03300881271 ^PA"
28109,28110,Wed Nov 01 10:59:54 +0000 2017,@VirginTrains I would but my signal drops in and out too! I just want a refund please.,@122150 You'll need to refund __email__ ^PA
28107,28112,Wed Nov 01 10:39:21 +0000 2017,"Pointless paying for the WiFi on the Glasgow train this morning @VirginTrains terrible, like being back on WAP or GPRS 🤦🏻‍♂️","@122150 Sorry to hear this, Iain. Is it connecting you are having issues with? ^LC"
28118,28116,Wed Nov 01 10:38:20 +0000 2017,My current £84.50 “seat” reservation and view on the 9.56 Crewe to Euston @VirginTrains service https://t.co/aiz5ZII0ZY,@122030 Did you reserve a seat? ^BT
28117,28119,Wed Nov 01 10:56:50 +0000 2017,@VirginTrains Yes as previously tweeted. The machine didn’t print out for your leg. As per the 6 passengers around me. Funny that. All different machines too. #overbooked #scam,@122030 You can claim for the lack of seat via https://t.co/xuBe5goe9L ^PA
28120,28121,Wed Nov 01 11:04:20 +0000 2017,@VirginTrains Can I claim for the inability to be able to type a report due to space issues? Loss of earnings ...,@122030 You can claim for not getting your reservation. ^PA
28124,28122,Wed Nov 01 10:38:12 +0000 2017,"@VirginTrains I travel from London Euston to Rugby, it just seems like there’s barely any of your trains running to rugby after 6😂 happens all the time😳",@122152 We normally have around 8 trains after 18:00 from Euston to Rugby. As with any services late at night they are reduced. ^BT
21679,28125,Wed Nov 01 10:35:09 +0000 2017,"@VirginTrains Random question, how come in the evening after about 6 o clock there isn’t a lot of trains running to rugby? I notice it all the time😂",@122152 Where are you travelling from Ben? ^BT
28127,28126,Wed Nov 01 10:35:26 +0000 2017,"@VirginTrains Hi, I left my brown Gelert jumper on seat B 32 on the 6:27am Wolves to Euston this morning.  Will I be able to get it back?","@122153 You can contact the lost property team here 03331 031 031 option 1, 3 Robert. We hope you're reunited soon! ^BT"
28130,28128,Wed Nov 01 10:33:50 +0000 2017,@122155 Then on the @VirginTrains from Grantham to Newark north gate then from their to Edinburgh,@122154 @122155 Sounds like one for our friends at @120576 ^PA
28566,28565,Wed Nov 01 10:53:22 +0000 2017,@VirginTrains The seats behind me are reserved but empty. Would that mean they're either sat elsewhere or not on the train?,"@122253 Potentially yes, you can always sit in them and if someone comes along then move back. ^PA"
28569,28567,Wed Nov 01 10:45:30 +0000 2017,"Feeling ever so slightly claustrophobic. This is my @VirginTrains ""window"" seat. 😒 #traintravel #travel https://t.co/3a6dlZcCsD","@122253 OH no Nikki, are there any other seats you can move to? ^PA"
28568,28570,Wed Nov 01 10:51:08 +0000 2017,@VirginTrains All the ones I can see from here are reserved.,"@122253 If you speak with staff, they will be able to assist you. ^PA"
28573,28571,Wed Nov 01 10:50:06 +0000 2017,Never had a more informed or helpful ticket person than today on a @VirginTrains to London,@122254 Lovely to hear Lizzy. ^PA
28572,28574,Wed Nov 01 10:58:50 +0000 2017,@VirginTrains She’s called Lynne 👍🏼,@122254 Cheers thanks. ^PA
28576,28575,Wed Nov 01 10:47:17 +0000 2017,@VirginTrains morning how are u today,@122255 All good thanks. ^PA
28579,28577,Wed Nov 01 10:45:04 +0000 2017,@VirginTrains  Wifi so good it actually timed out while I was trying to pay for it this morning!,@122256 Sorry to hear this. Did you make the payment for the Wi-Fi? ^LC
29100,29099,Wed Nov 01 11:11:48 +0000 2017,"If @VirginTrains offer you this as an alternative to a hot meal refuse it, disgusting burrito full of grease. Another cost cutting exercise https://t.co/vxCb0RwEtV",@122406 Did you report this to staff if you were unhappy? ^PA
29108,29106,Wed Nov 01 11:10:12 +0000 2017,#Durham to #kingscross @VirginTrains delay yet again and sitting parched no drinks cart still over two hours into my journey!!!,@122408 This is one for our friends at @120576 ^PA
29113,29111,Wed Nov 01 11:10:43 +0000 2017,"@VirginTrains Fascinating. Then why do you say ""we just want to tailor your journey""? That's a lie, correct?","@58213 Nope, it means that they can change things to the services offer different options depending on who is travelling. ^PA"
29112,29114,Wed Nov 01 11:14:31 +0000 2017,@VirginTrains Can you give an example of when that has actually happened?,"@58213 During school holidays when more families travel, we cater more towards them and the children. ^PA"
29115,29116,Wed Nov 01 11:24:59 +0000 2017,@VirginTrains That's amazing. Especially as it's not one of the questions you ask. And you can easily work when the school hols are and if I've bought child tickets. Just stop asking silly marketing questions. https://t.co/9rdQzL6BkK,"@58213 On my hols, day trips? ^PA"
29120,29119,Wed Nov 01 11:06:29 +0000 2017,"@VirginTrains I've been doing the same journey every week for two years. You've never once ""tailored my journey"". Can you stop asking or just stop lying? #marketing #data https://t.co/QCfKQBnCx7",@58213 This is so we can see what sort of traveller we have on journeys and if there is any trends we need to know of. ^PA
29123,29121,Wed Nov 01 11:06:57 +0000 2017,@VirginTrains @nationalrailenq There aren’t... I know the area plus do I really want to be wandering the streets at that time of the morning on my own! 😡,@122410 @nationalrailenq Unfortunately there wouldn't be any other options. ^PA
